45.23614523,19.88776034,1,3A
45.23601024,19.88789637,2,3A
45.23598808,19.88796438,3,3A
45.23599047,19.8880324,4,3A
45.23603774,19.88813356,5,3A
45.23608877,19.8881439,6,3A
45.23614357,19.88810329,7,3A
45.23629385,19.88797569,8,3A
45.23643279,19.88786285,9,3A
45.2365015,19.88780984,10,3A
45.23679024,19.88757292,11,3A
45.23703672,19.88738366,12,3A
45.23730492,19.88717696,13,3A
45.23778136,19.8867924,14,3A
45.23823512,19.88642393,15,3A
45.24021067,19.88487764,16,3A
45.24069572,19.88449428,17,3A
45.24093446,19.88429188,18,3A
45.24104628,19.88417994,19,3A
45.2411581,19.88405997,20,3A
45.24150371,19.88367373,21,3A
45.2415972,19.88357851,22,3A
45.24169635,19.88348061,23,3A
45.24180494,19.88335589,24,3A
45.24187435,19.88327341,25,3A
45.24193998,19.88319629,26,3A
45.24208729,19.88299647,27,3A
45.24219494,19.88285834,28,3A
45.24246878,19.88252306,29,3A
45.24274923,19.88226289,30,3A
45.24289229,19.88215292,31,3A
45.24305045,19.88203758,32,3A
45.24336584,19.88181362,33,3A
45.24367745,19.88159502,34,3A
45.24414485,19.88124901,35,3A
45.24461604,19.88093251,36,3A
45.24483038,19.88079438,37,3A
45.24504283,19.88063478,38,3A
45.24536482,19.88042289,39,3A
45.24567925,19.88019758,40,3A
45.24584024,19.88009499,41,3A
45.24600123,19.87998435,42,3A
45.24615655,19.879867,43,3A
45.24631943,19.87976575,44,3A
45.24651772,19.87960348,45,3A
45.24670467,19.87942511,46,3A
45.24705403,19.87905765,47,3A
45.24732596,19.87877333,48,3A
45.24772252,19.87833077,49,3A
45.24794252,19.87809205,50,3A
45.24812947,19.87787613,51,3A
45.24833436,19.87764546,52,3A
45.24841933,19.87753214,53,3A
45.24848165,19.87742418,54,3A
45.24861572,19.8772257,55,3A
45.24875735,19.87701648,56,3A
45.24887632,19.87683544,57,3A
45.24907554,19.8765243,58,3A
45.24912534,19.87646093,59,3A
45.2491676,19.87639488,60,3A
45.24927948,19.87623596,61,3A
45.24934416,19.87615348,62,3A
45.24940317,19.87605759,63,3A
45.24948908,19.8759255,64,3A
45.24957312,19.87578535,65,3A
45.24967981,19.87561637,66,3A
45.24978461,19.87546214,67,3A
45.24988469,19.87531596,68,3A
45.25012073,19.87499142,69,3A
45.25018281,19.87490827,70,3A
45.25023922,19.87481976,71,3A
45.25035205,19.87464005,72,3A
45.25050028,19.87440401,73,3A
45.25060413,19.87425917,74,3A
45.25070421,19.87412775,75,3A
45.25095536,19.87378711,76,3A
45.25117817,19.87348402,77,3A
45.2513028,19.87331504,78,3A
45.25142554,19.87313533,79,3A
45.25161908,19.87287113,80,3A
45.2517168,19.87273099,81,3A
45.25181735,19.8725962,82,3A
45.25202034,19.87230921,83,3A
45.25215588,19.8721249,84,3A
45.2522246,19.8720314,85,3A
45.25225801,19.87198599,86,3A
45.25227821,19.8719379,87,3A
45.25234335,19.8717421,88,3A
45.25237026,19.87158117,89,3A
45.25239906,19.87142023,90,3A
45.25241699,19.87129015,91,3A
45.25242738,19.87116006,92,3A
45.25243871,19.87090123,93,3A
45.25245476,19.87063971,94,3A
45.25248308,19.87010059,95,3A
45.25249515,19.86990248,96,3A
45.25250628,19.8697017,97,3A
45.25252799,19.86932619,98,3A
45.25257614,19.86845849,99,3A
45.25259361,19.86810176,100,3A
45.25262807,19.86774771,101,3A
45.25264695,19.86765718,102,3A
45.25267905,19.86754788,103,3A
45.25278573,19.86714287,104,3A
45.25287684,19.86685789,105,3A
45.25298116,19.86658765,106,3A
45.25301468,19.86651121,107,3A
45.25305575,19.86644013,108,3A
45.25311428,19.86634357,109,3A
45.25323702,19.86613302,110,3A
45.25329461,19.86602774,111,3A
45.25335975,19.86592515,112,3A
45.25370011,19.86542091,113,3A
45.25386369,19.86518221,114,3A
45.25405464,19.86490461,115,3A
45.25422835,19.86470344,116,3A
45.25427338,19.86464538,117,3A
45.25432597,19.8645578,118,3A
45.25439488,19.86444381,119,3A
45.25443406,19.86438078,120,3A
45.25446758,19.86431506,121,3A
45.25452328,19.86417961,122,3A
45.25457237,19.86405623,123,3A
45.25460494,19.86397912,124,3A
45.25462807,19.86389127,125,3A
45.25464412,19.86381282,126,3A
45.25465262,19.86373168,127,3A
45.25465687,19.8636767,128,3A
45.25465545,19.86362171,129,3A
45.25465734,19.86356807,130,3A
45.25465356,19.86351174,131,3A
45.25465144,19.86342859,132,3A
45.25466442,19.86334008,133,3A
45.25468849,19.86316842,134,3A
45.25472012,19.86291428,135,3A
45.25474419,19.86265477,136,3A
45.25479234,19.86223501,137,3A
45.25483876,19.86183804,138,3A
45.25486913,19.86143705,139,3A
45.25490972,19.86106758,140,3A
45.2549227,19.8609742,141,3A
45.25492919,19.86092685,142,3A
45.25493285,19.86088083,143,3A
45.25494277,19.86069408,144,3A
45.25494135,19.86047045,145,3A
45.25494111,19.86035797,146,3A
45.25493864,19.86030239,147,3A
45.25493332,19.86024682,148,3A
45.25490595,19.86000408,149,3A
45.25489273,19.85980292,150,3A
45.25487668,19.85953604,151,3A
45.25485893,19.85908145,152,3A
45.2548072,19.8586054,153,3A
45.25476943,19.85818966,154,3A
45.25473356,19.85781951,155,3A
45.2546467,19.85692365,156,3A
45.25462027,19.8566152,157,3A
45.25449263,19.85526109,158,3A
45.25443882,19.85469782,159,3A
45.254385,19.85413456,160,3A
45.25433497,19.85356996,161,3A
45.25428304,19.85300267,162,3A
45.2541773,19.85190028,163,3A
45.25405316,19.85055381,164,3A
45.25391768,19.84920734,165,3A
45.2537822,19.84768117,166,3A
45.253754,19.84731169,167,3A
45.25371824,19.84692076,168,3A
45.25364861,19.84615767,169,3A
45.25356506,19.84531143,170,3A
45.253528,19.84489502,171,3A
45.25350228,19.84447861,172,3A
45.25350889,19.84403873,173,3A
45.25354948,19.84373832,174,3A
45.2536354,19.84347546,175,3A
45.25371376,19.84327832,176,3A
45.25381855,19.84308118,177,3A
45.2539224,19.84292025,178,3A
45.25398471,19.84284648,179,3A
45.2540508,19.84277809,180,3A
45.254098,19.84272914,181,3A
45.25415653,19.84269092,182,3A
45.25426227,19.84261984,183,3A
45.25462952,19.84236033,184,3A
45.25499488,19.84210351,185,3A
45.25535079,19.84184803,186,3A
45.2555363,19.84174443,187,3A
45.25572181,19.84165692,188,3A
45.25577751,19.84162273,189,3A
45.25582047,19.84161099,190,3A
45.25585587,19.84163144,191,3A
45.25598992,19.84162474,192,3A
45.2562165,19.84161401,193,3A
45.25649405,19.84161401,194,3A
45.25663094,19.84161401,195,3A
45.25676782,19.84159792,196,3A
45.25697362,19.84160864,197,3A
45.25717187,19.84165156,198,3A
45.25755704,19.84181786,199,3A
45.25776926,19.84190789,200,3A
45.25792408,19.84197226,201,3A
45.25805246,19.84202322,202,3A
45.25809966,19.84179524,203,3A
45.25813082,19.84162491,204,3A
45.25817519,19.8413929,205,3A
45.25838948,19.84019932,206,3A
45.25855761,19.83924906,207,3A
45.25865111,19.83872833,208,3A
45.25872385,19.83829343,209,3A
45.2588579,19.83757192,210,3A
45.25901083,19.83677128,211,3A
45.25917509,19.83598673,212,3A
45.25924117,19.83571851,213,3A
45.25927798,19.83559044,214,3A
45.25933179,19.83546504,215,3A
45.25953286,19.83513714,216,3A
45.25959163,19.83505114,217,3A
45.25965794,19.83497051,218,3A
45.25978869,19.83483606,219,3A
45.25993784,19.83469525,220,3A
45.26009831,19.83459601,221,3A
45.26044381,19.83439886,222,3A
45.26069208,19.83425537,223,3A
45.26092666,19.83412059,224,3A
45.26104961,19.83404917,225,3A
45.26119522,19.83396032,226,3A
45.26106306,19.83348121,227,3A
45.26095356,19.83309598,228,3A
45.26071568,19.83219141,229,3A
45.26049384,19.83133444,230,3A
45.26028145,19.83062701,231,3A
45.26021584,19.83040606,232,3A
45.2601559,19.83018512,233,3A
45.26005914,19.82982704,234,3A
45.25995483,19.82944617,235,3A
45.25982645,19.82896739,236,3A
45.25973299,19.82862541,237,3A
45.25964501,19.82822326,238,3A
45.25962495,19.82810591,239,3A
45.25961055,19.82798857,240,3A
45.25958365,19.82775387,241,3A
45.25953645,19.82731801,242,3A
45.25951191,19.82704476,243,3A
45.2594817,19.82676883,244,3A
45.25945527,19.82649223,245,3A
45.25942317,19.82621563,246,3A
45.25931461,19.82517158,247,3A
45.25925655,19.82464955,248,3A
45.25920133,19.82413021,249,3A
45.25915252,19.82367329,250,3A
45.25910655,19.82321772,251,3A
45.2590787,19.82293408,252,3A
45.2592406,19.82274029,253,3A
45.25992547,19.82195507,254,3A
45.26025941,19.82157856,255,3A
45.26061222,19.82118461,256,3A
45.2618677,19.81977846,257,3A
45.26249166,19.81907941,258,3A
45.2631241,19.81832537,259,3A
45.26350026,19.81792103,260,3A
45.26385942,19.81752742,261,3A
45.26403952,19.81733313,262,3A
45.2642083,19.81716299,263,3A
45.26402801,19.81683777,264,3A
45.26384017,19.81651792,265,3A
45.26365044,19.81617795,266,3A
45.26345599,19.81586212,267,3A
45.263279,19.8155644,268,3A
45.26311145,19.81528545,269,3A
45.26267724,19.81451297,270,3A
45.26245541,19.81412003,271,3A
45.26224396,19.81373111,272,3A
45.26205942,19.81340455,273,3A
45.26193246,19.81317857,274,3A
45.26185033,19.81302166,275,3A
45.26190131,19.8129479,276,3A
45.26198607,19.81283677,277,3A
45.26214466,19.81262621,278,3A
45.26228625,19.81244114,279,3A
45.26244342,19.81228289,280,3A
45.26260059,19.81214878,281,3A
45.26276483,19.81203479,282,3A
45.26339916,19.81159356,283,3A
45.26373803,19.81135753,284,3A
45.26401272,19.81116173,285,3A
45.264395,19.81089619,286,3A
45.26478106,19.81063199,287,3A
45.26505857,19.81044558,288,3A
45.26558338,19.81008214,289,3A
45.26570609,19.80999832,290,3A
45.26582502,19.80991852,291,3A
45.26590242,19.80985817,292,3A
45.26592979,19.80982934,293,3A
45.26595339,19.80980319,294,3A
45.26598359,19.80976228,295,3A
45.26587505,19.80958526,296,3A
45.26582502,19.80950748,297,3A
45.26575942,19.80940153,298,3A
45.26566857,19.80925166,299,3A
45.26558622,19.80910581,300,3A
45.2655074,19.80896634,301,3A
45.2654595,19.80888621,302,3A
45.26541443,19.80879133,303,3A
45.26529785,19.80850835,304,3A
45.26517798,19.80821599,305,3A
45.26507893,19.80823284,1,3B
45.26474715,19.80843803,2,3B
45.26453807,19.80857483,3,3B
45.26428044,19.80874864,4,3B
45.26402281,19.80893051,5,3B
45.26375197,19.80912578,6,3B
45.26347452,19.80931167,7,3B
45.26307972,19.80959163,8,3B
45.26267736,19.80987427,9,3B
45.26226367,19.81014618,10,3B
45.26203795,19.81030895,11,3B
45.26182261,19.81045161,12,3B
45.26153989,19.8106387,13,3B
45.26129281,19.81089317,14,3B
45.26114614,19.81104455,15,3B
45.26108225,19.8111028,16,3B
45.26099381,19.81117179,17,3B
45.26109953,19.81154864,18,3B
45.26118071,19.81180143,19,3B
45.26127322,19.8120596,20,3B
45.26137234,19.81229965,21,3B
45.26153187,19.81272478,22,3B
45.26160456,19.81289645,23,3B
45.26169895,19.81311907,24,3B
45.26181978,19.81334437,25,3B
45.2618868,19.81345971,26,3B
45.26202839,19.81371452,27,3B
45.26236963,19.81431802,28,3B
45.26262143,19.81477399,29,3B
45.26284302,19.81516023,30,3B
45.26328196,19.81590186,31,3B
45.26357788,19.81639203,32,3B
45.26375581,19.81668507,33,3B
45.26401161,19.8171102,34,3B
45.26398613,19.81707399,35,3B
45.26400807,19.81711254,36,3B
45.26398094,19.8171511,37,3B
45.26391533,19.81721748,38,3B
45.26377752,19.81735159,39,3B
45.26360478,19.81754874,40,3B
45.26346011,19.81770372,41,3B
45.26325486,19.8179228,42,3B
45.26304679,19.81814591,43,3B
45.26275146,19.81847544,44,3B
45.26235925,19.81891666,45,3B
45.26196704,19.81937264,46,3B
45.26159795,19.81979375,47,3B
45.26119487,19.82026313,48,3B
45.26108443,19.82028593,49,3B
45.26086813,19.82050759,50,3B
45.26084332,19.82060006,51,3B
45.26083173,19.82067643,52,3B
45.26068676,19.82083789,53,3B
45.26060747,19.82093579,54,3B
45.26039111,19.82118063,55,3B
45.26018107,19.82141398,56,3B
45.25996348,19.82167147,57,3B
45.25981008,19.82184045,58,3B
45.25964535,19.82204027,59,3B
45.25950398,19.82219584,60,3B
45.25936826,19.82235141,61,3B
45.25925026,19.82248552,62,3B
45.25916152,19.8225861,63,3B
45.25909686,19.82265316,64,3B
45.25904919,19.82273094,65,3B
45.25897933,19.82284226,66,3B
45.25897272,19.82307158,67,3B
45.25904258,19.82380919,68,3B
45.25912754,19.82461117,69,3B
45.25918701,19.82505642,70,3B
